ssoid;ts;grp;type;subtype;url;orgid;formid;code;ltpa;sudirresponse;ymdh
10b25153-01f6-4072-8f22-a5a6c7f91bbf;2499763594;dogm_04201;request;sent;https://www.mos.ru/pgu/ru/application/dogm/040201/?onsite_from=topindex#step_1;dogm;40201;MPGU;;;2017-07-11-09
Unauthorized;2499763594;gibdd_fines;formcontroller;start;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=32532#step_1;gibdd;fines;MPGU;;;2017-07-11-09
b281dda7-72e9-4f76-87d5-cf25c178e909;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular;guis;-47;MPGU;;;2017-07-11-09
d6bae8da-2916-481a-a179-690c46258480;2499763594;guis_1111;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/1111/?onsite_from=popular#step_1;guis;1111;MPGU;;;2017-07-11-09
02facbeb-4fe8-4fd5-bd59-76978f27d3ba;2499763594;gibdd_fines;step_epsh;success;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_2;gibdd;fines;MPGU;;;2017-07-11-09
71d7d922-7360-4ae3-8296-d94120e854c9;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
ba023c8e-ea63-45a2-a74a-1a731ff16440;2499763594;charges;search;success;;;;;;;2017-07-11-09
03b366e9-e7b4-4667-9fcd-f0365ed7aa19;2499763594;guis_-47;step;change;https://www.mos.ru/pgu/ru/application/guis/-47/#step_2;guis;-47;MPGU;;;2017-07-11-09
03b366e9-e7b4-4667-9fcd-f0365ed7aa19;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
1f5ffc1e-0845-4a13-9647-a78081b6dc13;2499763594;mosenergo_counters;step;change;https://www.mos.ru/pgu/ru/application/mosenergo/counters/#step_1;mosenergo;counters;MPGU;;;2017-07-11-09
3c43ae98-067d-4e6b-8fd4-f1c489db471b;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
f922c942-6987-46ab-be82-7130639d996b;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
4de1893e-ac49-4021-9622-bd05e7a135eb;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
27a4c882-a247-4c73-90e0-2ed29acbd003;2499763594;dogm_journal;enter;service;https://www.mos.ru/pgu/ru/application/dogm/journal/#step_1;dogm;journal;MPGU;;;2017-07-11-09
8fda7b10-4cf1-4a9d-aa6c-7e75d28c9bc7;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=topmenu#step_1;guis;-47;MPGU;;;2017-07-11-09
c84e60fb-6a0e-4ff8-9893-1b0ed1fe772f;2499763594;elk;save;cancel;https://www.mos.ru/pgu/ru/application/mosobr/77060601/#step_1;mosobr;77060601;MPGU;;;2017-07-11-09
4a8da622-e783-48e8-86e7-04e01d02c448;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
a2a4a617-c7d0-4acd-8447-29d08d6201f2;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
4ceecd59-20b4-44f2-93a5-4e66dfef979e;2499763594;charges;search;success;;;;;;;2017-07-11-09
71d7d922-7360-4ae3-8296-d94120e854c9;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
e1739171-6cb6-419d-9fbf-1a999d579b0c;2499763594;mosenergo_counters;step;change;https://www.mos.ru/pgu/ru/application/mosenergo/counters/#step_1;mosenergo;counters;MPGU;;;2017-07-11-09
9a9e5fe6-d73d-457a-a013-e95c3ae5ce49;2499763594;gibdd_fines;step_epsh;success;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_2;gibdd;fines;MPGU;;;2017-07-11-09
Unauthorized;2499763594;charges;search;success;;;;;;;2017-07-11-09
8c310662-6082-48f8-9d98-155b6c3ea5a5;2499763594;msr_010303;search;not-found;;;;;;;2017-07-11-09
Unauthorized;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
8dfae665-51f2-45e6-8e5e-0a70382ce1cb;2499763594;guis-47;bill;pay;;;;;;;2017-07-11-09
99166e15-a4ed-4c62-b2cc-3ba01fc0e424;2499763594;dtis_020301;step;change;https://www.mos.ru/pgu/ru/application/dtis/020301/#step_7;dtis;20301;MPGU;;;2017-07-11-09
99166e15-a4ed-4c62-b2cc-3ba01fc0e424;2499763594;dtis_020301;step;change;https://www.mos.ru/pgu/ru/application/dtis/020301/#step_7;dtis;20301;MPGU;;;2017-07-11-09
2738993b-0a84-4df1-b6dc-ae6803d1458d;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
edd3dc3c-69ec-449f-89d5-89dd4ffdec29;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
3c43ae98-067d-4e6b-8fd4-f1c489db471b;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
d4f7e6fc-e87e-41d3-9167-c271bead9d79;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
fccf33a2-e63a-4eee-9bb1-ca12591570cf;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/;guis;-47;MPGU;;;2017-07-11-09
68a065ba-2cad-4507-888a-dff058e5c1e8;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#;guis;-47;MPGU;;;2017-07-11-09
029cc825-5ad9-420f-b23c-82ec0261de03;2499763594;gibdd_fines;step;change;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_1;gibdd;fines;MPGU;;;2017-07-11-09
aeadac26-3e19-438b-8e4a-a1ae754bbe41;2499763594;guis-47;bill;pay;;;;;;;2017-07-11-09
de20e6fd-9a99-4d66-ad3e-93b4899aae3d;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
8906864a-3bda-4264-ac20-d436b6ef0ca1;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
f921804b-c5ad-417c-ab17-3c58ec1acb2a;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
71cd686c-cfb1-43e2-96ac-d12000b5c415;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular;guis;-47;MPGU;;;2017-07-11-09
7f558633-bf43-4d3b-b29c-bf0727789297;2499763594;dogm_040201;step;change;https://www.mos.ru/pgu/ru/application/dogm/040201/?onsite_from=popular#step_1;dogm;40201;MPGU;;;2017-07-11-09
0b1a6e33-bd4c-4a9a-a7e6-54a67896c7c9;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#;guis;-47;MPGU;;;2017-07-11-09
2c5bcf7b-7f49-4464-b31f-2fc5e4e3fae2;2499763594;oati_021201;step;change;https://www.mos.ru/pgu/ru/application/oati/021201/#step_2;oati;21201;MPGU;;;2017-07-11-09
8f21e02c-d1ae-424f-8b56-3b1aa99f9b0f;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
7e19c0a1-c44b-4ddf-879e-57948fd32426;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
0bcb9678-75cb-4cdf-b67a-2e6e33ad7c4f;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
08c330a0-d786-4393-a837-389ca830d838;2499763594;charges;search;success;;;;;;;2017-07-11-09
e24938af-817b-4a37-a426-fdb3b4e762fd;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
81083f44-0758-40b1-aa8b-cd7469e0defc;2499763594;1111;addError;5;;;;;;;2017-07-11-09
67de3a1a-1e19-4c08-b338-4d25297b90f1;2499763594;dzm_086901;step;change;https://www.mos.ru/pgu/ru/application/dzm/086901/#step_2;dzm;86901;MPGU;;;2017-07-11-09
f32fcc85-9e01-474b-9085-01053adda89f;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
2738993b-0a84-4df1-b6dc-ae6803d1458d;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
26da9dad-4197-4a20-8ecc-223b7e8a5441;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#;guis;-47;MPGU;;;2017-07-11-09
965157d3-9aaa-47d4-b658-9c963499da7c;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
965157d3-9aaa-47d4-b658-9c963499da7c;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
d474de06-f020-4ea0-94df-fb47fee92976;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
8fda7b10-4cf1-4a9d-aa6c-7e75d28c9bc7;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
9237b987-4683-44b0-81b5-c97466c7c594;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular;guis;-47;MPGU;;;2017-07-11-09
dec345ca-e5dd-4449-ba56-08a9782feb06;2499763594;gibdd_fines;step_epsh;success;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_2;gibdd;fines;MPGU;;;2017-07-11-09
cefcbb44-399c-450e-a2c4-06eb083fe734;2499763594;mosenergo_counters;formcontroller;start;https://www.mos.ru/pgu/ru/application/mosenergo/counters/?onsite_from=popular#step_1;mosenergo;counters;MPGU;;;2017-07-11-09
Unauthorized;2499763594;charges;search;success;;;;;;;2017-07-11-09
73d871a4-6a35-4920-82e5-11d81762b502;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;elk;save;cancel;https://www.mos.ru/pgu/ru/application/dszn/006101/#step_3;dszn;6101;MPGU;;;2017-07-11-09
35f0ba9a-3a4e-4af6-aafd-8afc5c3fc4e5;2499763594;mosenergo_counters;formcontroller;start;https://www.mos.ru/pgu/ru/application/mosenergo/counters/?onsite_from=popular#step_1;mosenergo;counters;MPGU;;;2017-07-11-09
766767c3-23c5-4830-a3b8-e4bf218de8fb;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
b93cdee0-5add-49f0-86fc-15747b2387c4;2499763594;clinics_review;cancel;after;;;;;;;2017-07-11-09
03b366e9-e7b4-4667-9fcd-f0365ed7aa19;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
d0f3a4b0-2f96-4276-b1e8-b0c71992aee1;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
8562d20e-a220-43a5-8b4a-a7c26dd17a81;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
0bcb9678-75cb-4cdf-b67a-2e6e33ad7c4f;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
8b9e6135-4eb1-4260-91ab-a7469bec4cda;2499763594;guis-47;bill;pay;;;;;;;2017-07-11-09
d41d4947-ee3c-496b-bf0a-44bfe73acba5;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
0065c20c-845b-4ca5-bc86-a735b1877a2f;2499763594;gibdd_fines;formcontroller;start;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_1;gibdd;fines;MPGU;;;2017-07-11-09
2f7e3730-c003-46c9-a90d-29abd799d047;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
521f1ec7-d70a-4521-816b-1393074eacbb;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
13058bee-b89b-483a-9e95-6d59708254ec;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
c4fb52ba-abef-47ca-ae05-6d3abfd601c5;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
9a9e5fe6-d73d-457a-a013-e95c3ae5ce49;2499763594;gibdd_fines;formcontroller;start;https://www.mos.ru/pgu/ru/application/gibdd/fines/?onsite_from=popular#step_1;gibdd;fines;MPGU;;;2017-07-11-09
ee761d44-bcd6-4a70-838a-83febc6b570e;2499763594;dogm_journal;account;choose;https://www.mos.ru/pgu/ru/application/dogm/journal/#step_1;dogm;journal;MPGU;;;2017-07-11-09
fd792a63-dd46-4e1f-a1a7-d4b56628b83b;2499763594;dtis_020401;formcontroller;send;https://www.mos.ru/pgu/ru/application/dtis/020401/#step_8;dtis;20401;MPGU;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;dszn_001001;formcontroller;start;https://www.mos.ru/pgu/ru/application/dszn/001001/;dszn;1001;MPGU;;;2017-07-11-09
9fe851ef-07ca-4e9a-b872-89f6448e5c49;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;elk;save;cancel;https://www.mos.ru/pgu/ru/application/dszn/006201/#step_3;dszn;6201;MPGU;;;2017-07-11-09
d0f3a4b0-2f96-4276-b1e8-b0c71992aee1;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;elk;save;cancel;https://www.mos.ru/pgu/ru/application/dszn/000501/#step_3;dszn;501;MPGU;;;2017-07-11-09
6726c197-30e1-4592-9f40-844f5231251b;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
521f1ec7-d70a-4521-816b-1393074eacbb;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
71b8f235-a17b-4a5b-af66-b0e3b063fbd8;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
8906864a-3bda-4264-ac20-d436b6ef0ca1;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
Unauthorized;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
ee761d44-bcd6-4a70-838a-83febc6b570e;2499763594;dogm_journal;enter;mrko;;;;;;;2017-07-11-09
c0a627f2-90ae-4747-a908-a69f9fe0b69b;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
aa94efb5-1d18-422b-a19c-47d938ec3d84;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
14902dda-e545-46cd-a4fb-aa41ec0f6531;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
14902dda-e545-46cd-a4fb-aa41ec0f6531;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
5dd4f060-e8a5-491a-953f-4cd8eba3e713;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular;guis;-47;MPGU;;;2017-07-11-09
235454fd-2169-4612-b5ee-fc8aa3d47e17;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
7d839abc-845c-4a29-a670-a3958091f7e2;2499763594;1111;addCounter;success;;;;;;;2017-07-11-09
07c5e350-f278-4a99-8027-f5bd698ca869;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
9fe851ef-07ca-4e9a-b872-89f6448e5c49;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
26818246-4cd7-4eb8-92df-c76fb556e2ec;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
Unauthorized;2499763594;taxi_zapros;listSuccess;;https://www.mos.ru/pgu/ru/application/taxi/zapros/?utm_source=EVP&utm_campaign=people&utm_term=98&utm_medium=cpc&utm_content=2065#step_2;taxi;zapros;MPGU;;;2017-07-11-09
07c5e350-f278-4a99-8027-f5bd698ca869;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
aa01ca67-0515-4931-b901-c33d6d07226a;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/;guis;-47;MPGU;;;2017-07-11-09
f03e8988-f6f5-4130-b65b-3f2dd42dcc45;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
b9c808f7-19b9-4b9b-9036-d82148234e86;2499763594;clinics_reg;ldp;after;;;;;;;2017-07-11-09
965157d3-9aaa-47d4-b658-9c963499da7c;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
965157d3-9aaa-47d4-b658-9c963499da7c;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
Unauthorized;2499763594;dgi_022501;step;change;https://www.mos.ru/pgu/ru/application/dgi/022501/#step_1;dgi;22501;MPGU;;;2017-07-11-09
edd18a21-5cc0-4112-b55b-c90fcf1adf37;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
2326f791-2cef-4bdd-a645-3e1d8ada254a;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
e54bea28-f4b2-4515-8ffa-6426f00a3349;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
0d824bb9-0e06-4825-9e11-69e76cfa2224;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
67a173e9-fcc3-4661-a689-24e485ce28e3;2499763594;dtis_020401;step;change;https://www.mos.ru/pgu/ru/application/dtis/020401/#step_5;dtis;20401;MPGU;;;2017-07-11-09
0acfe9a4-f8be-416a-ac4e-e2f9e93cca3f;2499763594;dszn_17;service;selected;https://www.mos.ru/pgu/ru/application/dszn/17/#step_1;dszn;17;MPGU;;;2017-07-11-09
2eab5412-bb6d-4fc6-885e-c44dc18f02d9;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
c86296ee-1b1d-4026-9752-0d813afb31f1;2499763594;dogm_77060201;formcontroller;send;https://www.mos.ru/pgu/ru/application/dogm/77060201/#step_3;dogm;77060201;MPGU;;;2017-07-11-09
47499502-cab3-4d78-8808-48e4b50840df;2499763594;clinics_reg;direction;before;;;;;;;2017-07-11-09
0d824bb9-0e06-4825-9e11-69e76cfa2224;2499763594;guis_1111;step;change;https://www.mos.ru/pgu/ru/application/guis/1111/#step_1;guis;1111;MPGU;;;2017-07-11-09
7df3ca30-0b0f-4efa-bf34-4101b2d92623;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
b85ae2db-1cc2-4549-ac25-49f4bbc42e97;2499763594;dogm_journal;enter;service;https://www.mos.ru/pgu/ru/application/dogm/journal/#step_1;dogm;journal;MPGU;;;2017-07-11-09
b85ae2db-1cc2-4549-ac25-49f4bbc42e97;2499763594;dogm_journal;formcontroller;start;https://www.mos.ru/pgu/ru/application/dogm/journal/;dogm;journal;MPGU;;;2017-07-11-09
4a9bbfc4-19f4-4c28-adeb-a43f3484baa3;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
a47a1208-eb80-442a-a013-451a5d6e1558;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
a47a1208-eb80-442a-a013-451a5d6e1558;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/#step_2;guis;-47;MPGU;;;2017-07-11-09
Unauthorized;2499763594;charges;search;success;;;;;;;2017-07-11-09
3d5322f8-3109-4086-afd6-90ca293c833f;2499763594;guis_-47;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular;guis;-47;MPGU;;;2017-07-11-09
fc2b7355-6625-493f-90eb-390db098f961;2499763594;guis_-47;step;change;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
e49814e6-4a9c-414e-84f5-fc323405b6ed;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
4a9bbfc4-19f4-4c28-adeb-a43f3484baa3;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
2f7e3730-c003-46c9-a90d-29abd799d047;2499763594;guis_-47;step;change;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
698d887a-781b-474a-a25f-da18d3b1732a;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
81083f44-0758-40b1-aa8b-cd7469e0defc;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
ebe09da8-d3b5-432e-bae0-611cb0b48c81;2499763594;mosenergo_counters;step;change;https://www.mos.ru/pgu/ru/application/mosenergo/counters/?onsite_from=popular#step_1;mosenergo;counters;MPGU;;;2017-07-11-09
b430a3a0-a87e-44d4-ac8e-49c5d1f13db8;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
1c2731ad-c83c-41aa-b8f2-a594d9c5f2e4;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
a8c4dcb8-999d-48a0-8367-7b007e978abd;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
f32fcc85-9e01-474b-9085-01053adda89f;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;dszn_001001;step;change;https://www.mos.ru/pgu/ru/application/dszn/001001/#step_1;dszn;1001;MPGU;;;2017-07-11-09
abd580c7-77bb-443b-b99a-04d1045908f1;2499763594;dszn_17;cat;selected;https://www.mos.ru/pgu/ru/application/dszn/001001/#step_1;dszn;1001;MPGU;;;2017-07-11-09
47675611-be45-4f9d-be50-43ef8dbf0528;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
cd79af61-39c2-401a-b319-40d03a1e616d;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
fad203db-ad33-495e-9476-f8fb1af353d8;2499763594;clinics_shift;doc;before;;;;;;;2017-07-11-09
e2c7655d-98a4-4c5c-bcb7-57c9468847a7;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
f921804b-c5ad-417c-ab17-3c58ec1acb2a;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
b85ae2db-1cc2-4549-ac25-49f4bbc42e97;2499763594;dogm_journal;enter;ezhd;;;;;;;2017-07-11-09
Unauthorized;2499763594;charges;search;success;;;;;;;2017-07-11-09
2326f791-2cef-4bdd-a645-3e1d8ada254a;2499763594;guis_1111;formcontroller;start;https://www.mos.ru/pgu/ru/application/guis/1111/?onsite_from=popular;guis;1111;MPGU;;;2017-07-11-09
71cd686c-cfb1-43e2-96ac-d12000b5c415;2499763594;guis_-47;formcontroller;send;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_1;guis;-47;MPGU;;;2017-07-11-09
cd79af61-39c2-401a-b319-40d03a1e616d;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
8906864a-3bda-4264-ac20-d436b6ef0ca1;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
11de3014-fcbc-43f9-960d-23436a686a6e;2499763594;guis-47;bill;prepare;;;;;;;2017-07-11-09
3ba24933-430b-40e8-81e1-a53715b6a74f;2499763594;mosenergo_counters;formcontroller;start;https://www.mos.ru/pgu/ru/application/mosenergo/counters/;mosenergo;counters;MPGU;;;2017-07-11-09
71b7163b-d415-4a1d-a4b9-c51ca09c41a5;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
02253d25-325b-45f9-8622-cd95232fde26;2499763594;dtis_020401;step;change;https://www.mos.ru/pgu/ru/application/dtis/020401/#step_7;dtis;20401;MPGU;;;2017-07-11-09
02253d25-325b-45f9-8622-cd95232fde26;2499763594;dtis_020401;step;change;https://www.mos.ru/pgu/ru/application/dtis/020401/#step_7;dtis;20401;MPGU;;;2017-07-11-09
c53af5cd-b4d8-474a-b950-9c8a67e3522a;2499763594;clinics_review;cancel;after;;;;;;;2017-07-11-09
258bc0b6-42ed-430f-b1a1-69ad34d0810d;2499763594;1111;getCounter;success;;;;;;;2017-07-11-09
559bfb94-877a-4430-86f4-d34b3538fd82;2499763594;guis-47;bill;pay;;;;;;;2017-07-11-09
7b8b6093-48c0-4047-b354-e40388359548;2499763594;guis_-47;step;change;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=topmenu#step_2;guis;-47;MPGU;;;2017-07-11-09
439b8e1b-ca0f-4c40-81d4-c1fffdd72eff;2499763594;guis-47;getEpd;success;https://www.mos.ru/pgu/ru/application/guis/-47/#step_1;guis;-47;MPGU;;;2017-07-11-09
241e8cef-e62b-4cb2-b23b-6d7bd4b7436b;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
d8da1349-277a-4d08-907e-db75abf70bed;2499763594;dogm_040201;formcontroller;send;https://www.mos.ru/pgu/ru/application/dogm/040201/?onsite_from=topindex#;dogm;40201;MPGU;;;2017-07-11-09
6f32d495-9f1f-400f-a706-efca996bfd06;2499763594;clinics_reg;doc;before;;;;;;;2017-07-11-09
88330619-08bc-4615-8f60-d7bd144d3922;2499763594;gibdd_fines;formcontroller;start;https://www.mos.ru/pgu/ru/application/gibdd/fines/;gibdd;fines;MPGU;;;2017-07-11-09
9fe851ef-07ca-4e9a-b872-89f6448e5c49;2499763594;guis-47;getEpd;fail;https://www.mos.ru/pgu/ru/application/guis/-47/?onsite_from=popular#step_2;guis;-47;MPGU;;;2017-07-11-09
b05e72d1-028e-417a-820f-4456f8f30009;2499763594;guis_1111;step;change;https://www.mos.ru/pgu/ru/application/guis/1111/?onsite_from=popular#step_1;guis;1111;MPGU;;;2017-07-11-09
b1584c06-0c6a-4a86-b295-64dc9242cee1;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
6f32d495-9f1f-400f-a706-efca996bfd06;2499763594;clinics_reg;error;soapfault;;;;;;;2017-07-11-09
01c5c01b-53cf-4cdf-92d7-e9477ed89ec7;2499763594;guis_1111;step;change;https://www.mos.ru/pgu/ru/application/guis/1111/#step_1;guis;1111;MPGU;;;2017-07-11-09
